-24.89994997 -0.00109196 -0.00001808 	-24.89994997 -0.00036049 -0.00000518	-24.89994997 -0.00058382 -0.00000912 	-24.89994997 -0.00162818 -0.00002756 
 16.99599800 -0.00086405  0.00014893 	 16.99599800  0.00089394 -0.00006710	 16.99599800  0.00035882 -0.00000130 	 16.99599800 -0.00214360  0.00030640 
 17.02101051 -0.00085196  0.00014659 	 17.02101051  0.00088847 -0.00006611	 17.02101051  0.00035870 -0.00000132 	 17.02101051 -0.00211870  0.00030166 
 17.04602301 -0.00084006  0.00014432 	 17.04602301  0.00088308 -0.00006517	 17.04602301  0.00035858 -0.00000136 	 17.04602301 -0.00209420  0.00029704 
 17.07103552 -0.00082834  0.00014211 	 17.07103552  0.00087777 -0.00006420	 17.07103552  0.00035846 -0.00000136 	 17.07103552 -0.00207004  0.00029250 
 17.09604802 -0.00081678  0.00013993 	 17.09604802  0.00087254 -0.00006330	 17.09604802  0.00035834 -0.00000140 	 17.09604802 -0.00204626  0.00028808 
 17.12106053 -0.00080540  0.00013782 	 17.12106053  0.00086736 -0.00006237	 17.12106053  0.00035820 -0.00000140 	 17.12106053 -0.00202282  0.00028374 
 17.14607304 -0.00079419  0.00013574 	 17.14607304  0.00086230 -0.00006150	 17.14607304  0.00035810 -0.00000142 	 17.14607304 -0.00199972  0.00027952 
 17.17108554 -0.00078314  0.00013373 	 17.17108554  0.00085726 -0.00006061	 17.17108554  0.00035796 -0.00000142 	 17.17108554 -0.00197698  0.00027538 
 17.19609805 -0.00077226  0.00013173 	 17.19609805  0.00085232 -0.00005975	 17.19609805  0.00035784 -0.00000142 	 17.19609805 -0.00195454  0.00027134 
 17.22111056 -0.00076153  0.00012981 	 17.22111056  0.00084742 -0.00005892	 17.22111056  0.00035770 -0.00000144 	 17.22111056 -0.00193242  0.00026736 
 17.24612306 -0.00075096  0.00012792 	 17.24612306  0.00084262 -0.00005809	 17.24612306  0.00035758 -0.00000144 	 17.24612306 -0.00191064  0.00026350 
 17.27113557 -0.00074052  0.00012605 	 17.27113557  0.00083788 -0.00005729	 17.27113557  0.00035746 -0.00000144 	 17.27113557 -0.00188916  0.00025972 
 17.29614807 -0.00073026  0.00012425 	 17.29614807  0.00083320 -0.00005652	 17.29614807  0.00035734 -0.00000146 	 17.29614807 -0.00186798  0.00025600 
 17.32116058 -0.00072013  0.00012247 	 17.32116058  0.00082859 -0.00005574	 17.32116058  0.00035722 -0.00000146 	 17.32116058 -0.00184710  0.00025238 
 17.34617309 -0.00071013  0.00012073 	 17.34617309  0.00082404 -0.00005498	 17.34617309  0.00035710 -0.00000146 	 17.34617309 -0.00182650  0.00024882 
 17.37118559 -0.00070027  0.00011904 	 17.37118559  0.00081953 -0.00005424	 17.37118559  0.00035696 -0.00000146 	 17.37118559 -0.00180620  0.00024534 
 17.39619810 -0.00069057  0.00011737 	 17.39619810  0.00081510 -0.00005350	 17.39619810  0.00035684 -0.00000146 	 17.39619810 -0.00178616  0.00024192 
 17.42121061 -0.00068098  0.00011574 	 17.42121061  0.00081073 -0.00005279	 17.42121061  0.00035672 -0.00000146 	 17.42121061 -0.00176642  0.00023858 
 17.44622311 -0.00067154  0.00011413 	 17.44622311  0.00080642 -0.00005209	 17.44622311  0.00035660 -0.00000146 	 17.44622311 -0.00174694  0.00023530 
 17.47123562 -0.00066222  0.00011257 	 17.47123562  0.00080214 -0.00005140	 17.47123562  0.00035646 -0.00000146 	 17.47123562 -0.00172770  0.00023210 
 17.49624812 -0.00065302  0.00011103 	 17.49624812  0.00079794 -0.00005073	 17.49624812  0.00035634 -0.00000146 	 17.49624812 -0.00170874  0.00022896 
 17.52126063 -0.00064395  0.00010953 	 17.52126063  0.00079379 -0.00005007	 17.52126063  0.00035622 -0.00000146 	 17.52126063 -0.00169002  0.00022588 
 17.54627314 -0.00063498  0.00010805 	 17.54627314  0.00078970 -0.00004943	 17.54627314  0.00035610 -0.00000146 	 17.54627314 -0.00167156  0.00022286 
 17.57128564 -0.00062614  0.00010660 	 17.57128564  0.00078565 -0.00004880	 17.57128564  0.00035598 -0.00000146 	 17.57128564 -0.00165334  0.00021990 
 17.59629815 -0.00061744  0.00010519 	 17.59629815  0.00078164 -0.00004817	 17.59629815  0.00035584 -0.00000146 	 17.59629815 -0.00163536  0.00021698 
 17.62131066 -0.00060883  0.00010380 	 17.62131066  0.00077770 -0.00004756	 17.62131066  0.00035572 -0.00000146 	 17.62131066 -0.00161760  0.00021414 
 17.64632316 -0.00060034  0.00010243 	 17.64632316  0.00077383 -0.00004694	 17.64632316  0.00035562 -0.00000144 	 17.64632316 -0.00160008  0.00021134 
 17.67133567 -0.00059196  0.00010110 	 17.67133567  0.00076998 -0.00004638	 17.67133567  0.00035550 -0.00000146 	 17.67133567 -0.00158278  0.00020858 
 17.69634817 -0.00058369  0.00009978 	 17.69634817  0.00076618 -0.00004580	 17.69634817  0.00035538 -0.00000146 	 17.69634817 -0.00156570  0.00020590 
 17.72136068 -0.00057552  0.00009851 	 17.72136068  0.00076241 -0.00004524	 17.72136068  0.00035524 -0.00000146 	 17.72136068 -0.00154886  0.00020326 
 17.74637319 -0.00056745  0.00009723 	 17.74637319  0.00075873 -0.00004466	 17.74637319  0.00035514 -0.00000144 	 17.74637319 -0.00153220  0.00020066 
 17.77138569 -0.00055950  0.00009600 	 17.77138569  0.00075504 -0.00004411	 17.77138569  0.00035500 -0.00000144 	 17.77138569 -0.00151576  0.00019812 
 17.79639820 -0.00055164  0.00009476 	 17.79639820  0.00075145 -0.00004358	 17.79639820  0.00035490 -0.00000144 	 17.79639820 -0.00149954  0.00019562 
 17.82141071 -0.00054387  0.00009357 	 17.82141071  0.00074786 -0.00004305	 17.82141071  0.00035476 -0.00000144 	 17.82141071 -0.00148352  0.00019316 
 17.84642321 -0.00053620  0.00009239 	 17.84642321  0.00074433 -0.00004254	 17.84642321  0.00035464 -0.00000144 	 17.84642321 -0.00146770  0.00019076 
 17.87143572 -0.00052863  0.00009125 	 17.87143572  0.00074086 -0.00004204	 17.87143572  0.00035454 -0.00000144 	 17.87143572 -0.00145204  0.00018840 
 17.89644822 -0.00052116  0.00009011 	 17.89644822  0.00073739 -0.00004154	 17.89644822  0.00035440 -0.00000144 	 17.89644822 -0.00143660  0.00018606 
 17.92146073 -0.00051377  0.00008899 	 17.92146073  0.00073398 -0.00004105	 17.92146073  0.00035428 -0.00000144 	 17.92146073 -0.00142136  0.00018378 
 17.94647324 -0.00050646  0.00008790 	 17.94647324  0.00073062 -0.00004057	 17.94647324  0.00035416 -0.00000144 	 17.94647324 -0.00140630  0.00018154 
 17.97148574 -0.00049926  0.00008682 	 17.97148574  0.00072731 -0.00004009	 17.97148574  0.00035406 -0.00000144 	 17.97148574 -0.00139140  0.00017932 
 17.99649825 -0.00049214  0.00008576 	 17.99649825  0.00072402 -0.00003963	 17.99649825  0.00035394 -0.00000144 	 17.99649825 -0.00137668  0.00017716 
 18.02151076 -0.00048510  0.00008472 	 18.02151076  0.00072074 -0.00003918	 18.02151076  0.00035380 -0.00000144 	 18.02151076 -0.00136216  0.00017504 
 18.04652326 -0.00047815  0.00008370 	 18.04652326  0.00071752 -0.00003871	 18.04652326  0.00035368 -0.00000142 	 18.04652326 -0.00134780  0.00017294 
 18.07153577 -0.00047128  0.00008270 	 18.07153577  0.00071437 -0.00003829	 18.07153577  0.00035358 -0.00000144 	 18.07153577 -0.00133360  0.00017090 
 18.09654827 -0.00046451  0.00008171 	 18.09654827  0.00071120 -0.00003786	 18.09654827  0.00035344 -0.00000144 	 18.09654827 -0.00131958  0.00016886 
 18.12156078 -0.00045779  0.00008073 	 18.12156078  0.00070811 -0.00003741	 18.12156078  0.00035334 -0.00000142 	 18.12156078 -0.00130572  0.00016688 
 18.14657329 -0.00045117  0.00007979 	 18.14657329  0.00070501 -0.00003701	 18.14657329  0.00035320 -0.00000144 	 18.14657329 -0.00129200  0.00016492 
 18.17158579 -0.00044461  0.00007885 	 18.17158579  0.00070200 -0.00003658	 18.17158579  0.00035310 -0.00000142 	 18.17158579 -0.00127848  0.00016300 
 18.19659830 -0.00043814  0.00007792 	 18.19659830  0.00069897 -0.00003620	 18.19659830  0.00035296 -0.00000144 	 18.19659830 -0.00126510  0.00016110 
 18.22161081 -0.00043174  0.00007701 	 18.22161081  0.00069601 -0.00003580	 18.22161081  0.00035286 -0.00000144 	 18.22161081 -0.00125186  0.00015924 
 18.24662331 -0.00042541  0.00007611 	 18.24662331  0.00069307 -0.00003541	 18.24662331  0.00035274 -0.00000144 	 18.24662331 -0.00123878  0.00015740 
 18.27163582 -0.00041918  0.00007524 	 18.27163582  0.00069013 -0.00003503	 18.27163582  0.00035260 -0.00000144 	 18.27163582 -0.00122584  0.00015562 
 18.29664832 -0.00041298  0.00007438 	 18.29664832  0.00068728 -0.00003465	 18.29664832  0.00035250 -0.00000144 	 18.29664832 -0.00121306  0.00015384 
 18.32166083 -0.00040687  0.00007353 	 18.32166083  0.00068441 -0.00003427	 18.32166083  0.00035236 -0.00000144 	 18.32166083 -0.00120042  0.00015208 
 18.34667334 -0.00040084  0.00007268 	 18.34667334  0.00068161 -0.00003391	 18.34667334  0.00035226 -0.00000144 	 18.34667334 -0.00118792  0.00015038 
 18.37168584 -0.00039486  0.00007187 	 18.37168584  0.00067882 -0.00003355	 18.37168584  0.00035214 -0.00000144 	 18.37168584 -0.00117556  0.00014870 
 18.39669835 -0.00038895  0.00007105 	 18.39669835  0.00067606 -0.00003319	 18.39669835  0.00035202 -0.00000144 	 18.39669835 -0.00116334  0.00014704 
 18.42171086 -0.00038311  0.00007025 	 18.42171086  0.00067334 -0.00003286	 18.42171086  0.00035190 -0.00000146 	 18.42171086 -0.00115126  0.00014540 
 18.44672336 -0.00037734  0.00006946 	 18.44672336  0.00067064 -0.00003249	 18.44672336  0.00035178 -0.00000144 	 18.44672336 -0.00113932  0.00014378 
 18.47173587 -0.00037162  0.00006869 	 18.47173587  0.00066794 -0.00003218	 18.47173587  0.00035164 -0.00000146 	 18.47173587 -0.00112748  0.00014220 
 18.49674837 -0.00036598  0.00006793 	 18.49674837  0.00066532 -0.00003185	 18.49674837  0.00035154 -0.00000146 	 18.49674837 -0.00111580  0.00014064 
 18.52176088 -0.00036039  0.00006717 	 18.52176088  0.00066269 -0.00003149	 18.52176088  0.00035142 -0.00000144 	 18.52176088 -0.00110422  0.00013910 
 18.54677339 -0.00035487  0.00006644 	 18.54677339  0.00066010 -0.00003119	 18.54677339  0.00035130 -0.00000146 	 18.54677339 -0.00109278  0.00013758 
 18.57178589 -0.00034940  0.00006571 	 18.57178589  0.00065754 -0.00003085	 18.57178589  0.00035118 -0.00000144 	 18.57178589 -0.00108146  0.00013610 
 18.59679840 -0.00034399  0.00006499 	 18.59679840  0.00065500 -0.00003056	 18.59679840  0.00035106 -0.00000146 	 18.59679840 -0.00107028  0.00013464 
 18.62181091 -0.00033865  0.00006428 	 18.62181091  0.00065246 -0.00003025	 18.62181091  0.00035092 -0.00000146 	 18.62181091 -0.00105918  0.00013318 
 18.64682341 -0.00033337  0.00006359 	 18.64682341  0.00065000 -0.00002995	 18.64682341  0.00035082 -0.00000146 	 18.64682341 -0.00104824  0.00013176 
 18.67183592 -0.00032813  0.00006289 	 18.67183592  0.00064751 -0.00002965	 18.67183592  0.00035068 -0.00000146 	 18.67183592 -0.00103740  0.00013036 
 18.69684842 -0.00032296  0.00006222 	 18.69684842  0.00064509 -0.00002938	 18.69684842  0.00035058 -0.00000148 	 18.69684842 -0.00102666  0.00012898 
 18.72186093 -0.00031783  0.00006157 	 18.72186093  0.00064265 -0.00002909	 18.72186093  0.00035044 -0.00000148 	 18.72186093 -0.00101604  0.00012762 
 18.74687344 -0.00031277  0.00006091 	 18.74687344  0.00064028 -0.00002880	 18.74687344  0.00035034 -0.00000148 	 18.74687344 -0.00100554  0.00012628 
 18.77188594 -0.00030776  0.00006026 	 18.77188594  0.00063789 -0.00002849	 18.77188594  0.00035020 -0.00000146 	 18.77188594 -0.00099516  0.00012496 
 18.79689845 -0.00030279  0.00005962 	 18.79689845  0.00063554 -0.00002824	 18.79689845  0.00035008 -0.00000148 	 18.79689845 -0.00098486  0.00012366 
 18.82191096 -0.00029789  0.00005899 	 18.82191096  0.00063322 -0.00002797	 18.82191096  0.00034996 -0.00000148 	 18.82191096 -0.00097468  0.00012238 
 18.84692346 -0.00029302  0.00005837 	 18.84692346  0.00063092 -0.00002769	 18.84692346  0.00034984 -0.00000148 	 18.84692346 -0.00096458  0.00012110 
 18.87193597 -0.00028823  0.00005776 	 18.87193597  0.00062864 -0.00002743	 18.87193597  0.00034972 -0.00000148 	 18.87193597 -0.00095462  0.00011986 
 18.89694847 -0.00028346  0.00005716 	 18.89694847  0.00062636 -0.00002719	 18.89694847  0.00034958 -0.00000150 	 18.89694847 -0.00094474  0.00011862 
 18.92196098 -0.00027876  0.00005656 	 18.92196098  0.00062412 -0.00002693	 18.92196098  0.00034946 -0.00000150 	 18.92196098 -0.00093498  0.00011740 
 18.94697349 -0.00027411  0.00005597 	 18.94697349  0.00062191 -0.00002667	 18.94697349  0.00034934 -0.00000150 	 18.94697349 -0.00092530  0.00011622 
 18.97198599 -0.00026950  0.00005539 	 18.97198599  0.00061970 -0.00002642	 18.97198599  0.00034920 -0.00000150 	 18.97198599 -0.00091574  0.00011504 
 18.99699850 -0.00026493  0.00005483 	 18.99699850  0.00061752 -0.00002617	 18.99699850  0.00034908 -0.00000150 	 18.99699850 -0.00090626  0.00011388 
 19.02201101 -0.00026041  0.00005427 	 19.02201101  0.00061535 -0.00002592	 19.02201101  0.00034894 -0.00000150 	 19.02201101 -0.00089688  0.00011272 
 19.04702351 -0.00025594  0.00005371 	 19.04702351  0.00061322 -0.00002571	 19.04702351  0.00034882 -0.00000152 	 19.04702351 -0.00088760  0.00011160 
 19.07203602 -0.00025151  0.00005317 	 19.07203602  0.00061110 -0.00002545	 19.07203602  0.00034870 -0.00000150 	 19.07203602 -0.00087838  0.00011048 
 19.09704852 -0.00024714  0.00005263 	 19.09704852  0.00060901 -0.00002523	 19.09704852  0.00034858 -0.00000152 	 19.09704852 -0.00086930  0.00010938 
 19.12206103 -0.00024281  0.00005209 	 19.12206103  0.00060694 -0.00002500	 19.12206103  0.00034846 -0.00000152 	 19.12206103 -0.00086028  0.00010830 
 19.14707354 -0.00023851  0.00005157 	 19.14707354  0.00060486 -0.00002477	 19.14707354  0.00034832 -0.00000152 	 19.14707354 -0.00085134  0.00010722 
 19.17208604 -0.00023425  0.00005105 	 19.17208604  0.00060282 -0.00002457	 19.17208604  0.00034820 -0.00000154 	 19.17208604 -0.00084252  0.00010616 
 19.19709855 -0.00023005  0.00005055 	 19.19709855  0.00060078 -0.00002435	 19.19709855  0.00034806 -0.00000154 	 19.19709855 -0.00083376  0.00010514 
 19.22211106 -0.00022589  0.00005005 	 19.22211106  0.00059878 -0.00002413	 19.22211106  0.00034794 -0.00000154 	 19.22211106 -0.00082508  0.00010412 
 19.24712356 -0.00022175  0.00004954 	 19.24712356  0.00059680 -0.00002392	 19.24712356  0.00034782 -0.00000154 	 19.24712356 -0.00081652  0.00010310 
 19.27213607 -0.00021767  0.00004905 	 19.27213607  0.00059484 -0.00002370	 19.27213607  0.00034770 -0.00000154 	 19.27213607 -0.00080800  0.00010208 
 19.29714857 -0.00021364  0.00004858 	 19.29714857  0.00059284 -0.00002349	 19.29714857  0.00034754 -0.00000154 	 19.29714857 -0.00079958  0.00010112 
 19.32216108 -0.00020962  0.00004810 	 19.32216108  0.00059092 -0.00002330	 19.32216108  0.00034742 -0.00000156 	 19.32216108 -0.00079126  0.00010012 
 19.34717359 -0.00020565  0.00004762 	 19.34717359  0.00058900 -0.00002310	 19.34717359  0.00034730 -0.00000156 	 19.34717359 -0.00078300  0.00009918 
 19.37218609 -0.00020173  0.00004716 	 19.37218609  0.00058711 -0.00002290	 19.37218609  0.00034718 -0.00000156 	 19.37218609 -0.00077482  0.00009822 
 19.39719860 -0.00019785  0.00004670 	 19.39719860  0.00058521 -0.00002270	 19.39719860  0.00034704 -0.00000156 	 19.39719860 -0.00076672  0.00009730 
 19.42221111 -0.00019399  0.00004626 	 19.42221111  0.00058332 -0.00002250	 19.42221111  0.00034690 -0.00000156 	 19.42221111 -0.00075868  0.00009638 
 19.44722361 -0.00019018  0.00004580 	 19.44722361  0.00058147 -0.00002233	 19.44722361  0.00034678 -0.00000158 	 19.44722361 -0.00075074  0.00009546 
 19.47223612 -0.00018640  0.00004535 	 19.47223612  0.00057962 -0.00002213	 19.47223612  0.00034664 -0.00000158 	 19.47223612 -0.00074286  0.00009454 
 19.49724862 -0.00018266  0.00004493 	 19.49724862  0.00057778 -0.00002197	 19.49724862  0.00034650 -0.00000160 	 19.49724862 -0.00073506  0.00009366 
 19.52226113 -0.00017895  0.00004449 	 19.52226113  0.00057598 -0.00002178	 19.52226113  0.00034638 -0.00000160 	 19.52226113 -0.00072734  0.00009278 
 19.54727364 -0.00017529  0.00004407 	 19.54727364  0.00057420 -0.00002160	 19.54727364  0.00034626 -0.00000160 	 19.54727364 -0.00071968  0.00009192 
 19.57228614 -0.00017165  0.00004364 	 19.57228614  0.00057241 -0.00002141	 19.57228614  0.00034612 -0.00000160 	 19.57228614 -0.00071210  0.00009106 
 19.59729865 -0.00016804  0.00004323 	 19.59729865  0.00057064 -0.00002123	 19.59729865  0.00034598 -0.00000160 	 19.59729865 -0.00070460  0.00009022 
 19.62231116 -0.00016448  0.00004283 	 19.62231116  0.00056887 -0.00002108	 19.62231116  0.00034584 -0.00000162 	 19.62231116 -0.00069714  0.00008940 
 19.64732366 -0.00016094  0.00004242 	 19.64732366  0.00056712 -0.00002088	 19.64732366  0.00034570 -0.00000160 	 19.64732366 -0.00068976  0.00008856 
 19.67233617 -0.00015745  0.00004202 	 19.67233617  0.00056541 -0.00002073	 19.67233617  0.00034558 -0.00000162 	 19.67233617 -0.00068244  0.00008776 
 19.69734867 -0.00015398  0.00004162 	 19.69734867  0.00056367 -0.00002056	 19.69734867  0.00034542 -0.00000162 	 19.69734867 -0.00067520  0.00008694 
 19.72236118 -0.00015054  0.00004124 	 19.72236118  0.00056199 -0.00002039	 19.72236118  0.00034530 -0.00000162 	 19.72236118 -0.00066804  0.00008616 
 19.74737369 -0.00014714  0.00004084 	 19.74737369  0.00056030 -0.00002025	 19.74737369  0.00034516 -0.00000164 	 19.74737369 -0.00066092  0.00008538 
 19.77238619 -0.00014377  0.00004047 	 19.77238619  0.00055865 -0.00002006	 19.77238619  0.00034504 -0.00000162 	 19.77238619 -0.00065388  0.00008460 
 19.79739870 -0.00014043  0.00004009 	 19.79739870  0.00055696 -0.00001992	 19.79739870  0.00034488 -0.00000164 	 19.79739870 -0.00064688  0.00008384 
 19.82241121 -0.00013711  0.00003973 	 19.82241121  0.00055534 -0.00001978	 19.82241121  0.00034476 -0.00000166 	 19.82241121 -0.00063998  0.00008308 
 19.84742371 -0.00013383  0.00003936 	 19.84742371  0.00055370 -0.00001959	 19.84742371  0.00034462 -0.00000164 	 19.84742371 -0.00063310  0.00008232 
 19.87243622 -0.00013059  0.00003900 	 19.87243622  0.00055208 -0.00001946	 19.87243622  0.00034448 -0.00000166 	 19.87243622 -0.00062632  0.00008160 
 19.89744872 -0.00012738  0.00003863 	 19.89744872  0.00055049 -0.00001931	 19.89744872  0.00034436 -0.00000166 	 19.89744872 -0.00061958  0.00008086 
 19.92246123 -0.00012419  0.00003828 	 19.92246123  0.00054889 -0.00001915	 19.92246123  0.00034422 -0.00000166 	 19.92246123 -0.00061290  0.00008014 
 19.94747374 -0.00012103  0.00003793 	 19.94747374  0.00054730 -0.00001900	 19.94747374  0.00034408 -0.00000166 	 19.94747374 -0.00060626  0.00007944 
 19.97248624 -0.00011789  0.00003758 	 19.97248624  0.00054573 -0.00001888	 19.97248624  0.00034394 -0.00000168 	 19.97248624 -0.00059972  0.00007874 
 19.99749875 -0.00011479  0.00003724 	 19.99749875  0.00054415 -0.00001870	 19.99749875  0.00034378 -0.00000166 	 19.99749875 -0.00059322  0.00007804 
 20.02251126 -0.00011171  0.00003692 	 20.02251126  0.00054260 -0.00001858	 20.02251126  0.00034364 -0.00000168 	 20.02251126 -0.00058678  0.00007736 
 20.04752376 -0.00010867  0.00003658 	 20.04752376  0.00054109 -0.00001844	 20.04752376  0.00034352 -0.00000168 	 20.04752376 -0.00058038  0.00007668 
 20.07253627 -0.00010564  0.00003625 	 20.07253627  0.00053954 -0.00001832	 20.07253627  0.00034336 -0.00000170 	 20.07253627 -0.00057404  0.00007600 
 20.09754877 -0.00010265  0.00003593 	 20.09754877  0.00053802 -0.00001817	 20.09754877  0.00034322 -0.00000170 	 20.09754877 -0.00056776  0.00007534 
 20.12256128 -0.00009969  0.00003561 	 20.12256128  0.00053653 -0.00001803	 20.12256128  0.00034308 -0.00000170 	 20.12256128 -0.00056156  0.00007468 
 20.14757379 -0.00009675  0.00003528 	 20.14757379  0.00053504 -0.00001792	 20.14757379  0.00034294 -0.00000172 	 20.14757379 -0.00055538  0.00007404 
 20.17258629 -0.00009383  0.00003497 	 20.17258629  0.00053356 -0.00001776	 20.17258629  0.00034280 -0.00000170 	 20.17258629 -0.00054926  0.00007340 
 20.19759880 -0.00009093  0.00003466 	 20.19759880  0.00053209 -0.00001765	 20.19759880  0.00034266 -0.00000172 	 20.19759880 -0.00054320  0.00007276 
 20.22261131 -0.00008808  0.00003435 	 20.22261131  0.00053061 -0.00001752	 20.22261131  0.00034250 -0.00000172 	 20.22261131 -0.00053718  0.00007216 
 20.24762381 -0.00008524  0.00003405 	 20.24762381  0.00052917 -0.00001738	 20.24762381  0.00034236 -0.00000172 	 20.24762381 -0.00053122  0.00007152 
 20.27263632 -0.00008242  0.00003376 	 20.27263632  0.00052776 -0.00001725	 20.27263632  0.00034224 -0.00000172 	 20.27263632 -0.00052532  0.00007092 
 20.29764882 -0.00007963  0.00003345 	 20.29764882  0.00052631 -0.00001713	 20.29764882  0.00034208 -0.00000172 	 20.29764882 -0.00051944  0.00007032 
 20.32266133 -0.00007688  0.00003316 	 20.32266133  0.00052490 -0.00001702	 20.32266133  0.00034194 -0.00000174 	 20.32266133 -0.00051364  0.00006972 
 20.34767384 -0.00007412  0.00003288 	 20.34767384  0.00052347 -0.00001687	 20.34767384  0.00034178 -0.00000172 	 20.34767384 -0.00050788  0.00006914 
 20.37268634 -0.00007143  0.00003259 	 20.37268634  0.00052208 -0.00001677	 20.37268634  0.00034164 -0.00000174 	 20.37268634 -0.00050218  0.00006854 
 20.39769885 -0.00006873  0.00003229 	 20.39769885  0.00052070 -0.00001665	 20.39769885  0.00034150 -0.00000174 	 20.39769885 -0.00049650  0.00006798 
 20.42271136 -0.00006607  0.00003201 	 20.42271136  0.00051933 -0.00001655	 20.42271136  0.00034136 -0.00000176 	 20.42271136 -0.00049088  0.00006740 
 20.44772386 -0.00006342  0.00003174 	 20.44772386  0.00051794 -0.00001643	 20.44772386  0.00034120 -0.00000176 	 20.44772386 -0.00048532  0.00006684 
 20.47273637 -0.00006079  0.00003146 	 20.47273637  0.00051659 -0.00001631	 20.47273637  0.00034106 -0.00000176 	 20.47273637 -0.00047978  0.00006628 
 20.49774887 -0.00005818  0.00003119 	 20.49774887  0.00051525 -0.00001619	 20.49774887  0.00034092 -0.00000176 	 20.49774887 -0.00047430  0.00006574 
 20.52276138 -0.00005562  0.00003092 	 20.52276138  0.00051391 -0.00001610	 20.52276138  0.00034078 -0.00000178 	 20.52276138 -0.00046886  0.00006518 
 20.54777389 -0.00005306  0.00003065 	 20.54777389  0.00051257 -0.00001598	 20.54777389  0.00034062 -0.00000178 	 20.54777389 -0.00046348  0.00006464 
 20.57278639 -0.00005053  0.00003039 	 20.57278639  0.00051126 -0.00001587	 20.57278639  0.00034048 -0.00000178 	 20.57278639 -0.00045814  0.00006412 
 20.59779890 -0.00004801  0.00003014 	 20.59779890  0.00050993 -0.00001576	 20.59779890  0.00034032 -0.00000178 	 20.59779890 -0.00045284  0.00006358 
 20.62281141 -0.00004552  0.00002988 	 20.62281141  0.00050863 -0.00001565	 20.62281141  0.00034018 -0.00000178 	 20.62281141 -0.00044758  0.00006306 
 20.64782391 -0.00004305  0.00002963 	 20.64782391  0.00050735 -0.00001556	 20.64782391  0.00034004 -0.00000180 	 20.64782391 -0.00044236  0.00006254 
 20.67283642 -0.00004061  0.00002938 	 20.67283642  0.00050605 -0.00001545	 20.67283642  0.00033988 -0.00000180 	 20.67283642 -0.00043720  0.00006204 
 20.69784892 -0.00003817  0.00002912 	 20.69784892  0.00050479 -0.00001534	 20.69784892  0.00033974 -0.00000180 	 20.69784892 -0.00043208  0.00006152 
 20.72286143 -0.00003576  0.00002888 	 20.72286143  0.00050350 -0.00001523	 20.72286143  0.00033958 -0.00000180 	 20.72286143 -0.00042698  0.00006102 
 20.74787394 -0.00003337  0.00002863 	 20.74787394  0.00050225 -0.00001513	 20.74787394  0.00033944 -0.00000180 	 20.74787394 -0.00042194  0.00006054 
 20.77288644 -0.00003101  0.00002839 	 20.77288644  0.00050099 -0.00001505	 20.77288644  0.00033928 -0.00000182 	 20.77288644 -0.00041692  0.00006004 
 20.79789895 -0.00002867  0.00002816 	 20.79789895  0.00049974 -0.00001494	 20.79789895  0.00033912 -0.00000182 	 20.79789895 -0.00041198  0.00005954 
 20.82291146 -0.00002635  0.00002792 	 20.82291146  0.00049851 -0.00001481	 20.82291146  0.00033898 -0.00000180 	 20.82291146 -0.00040704  0.00005906 
 20.84792396 -0.00002403  0.00002769 	 20.84792396  0.00049727 -0.00001474	 20.84792396  0.00033882 -0.00000182 	 20.84792396 -0.00040216  0.00005860 
 20.87293647 -0.00002173  0.00002745 	 20.87293647  0.00049607 -0.00001464	 20.87293647  0.00033868 -0.00000182 	 20.87293647 -0.00039732  0.00005814 
 20.89794897 -0.00001947  0.00002723 	 20.89794897  0.00049484 -0.00001454	 20.89794897  0.00033852 -0.00000182 	 20.89794897 -0.00039250  0.00005766 
 20.92296148 -0.00001722  0.00002700 	 20.92296148  0.00049365 -0.00001444	 20.92296148  0.00033838 -0.00000182 	 20.92296148 -0.00038774  0.00005720 
 20.94797399 -0.00001498  0.00002677 	 20.94797399  0.00049245 -0.00001435	 20.94797399  0.00033822 -0.00000182 	 20.94797399 -0.00038300  0.00005676 
 20.97298649 -0.00001277  0.00002656 	 20.97298649  0.00049125 -0.00001427	 20.97298649  0.00033806 -0.00000184 	 20.97298649 -0.00037830  0.00005630 
 20.99799900 -0.00001057  0.00002634 	 20.99799900  0.00049006 -0.00001418	 20.99799900  0.00033790 -0.00000184 	 20.99799900 -0.00037366  0.00005586 
 21.02301151 -0.00000840  0.00002613 	 21.02301151  0.00048890 -0.00001408	 21.02301151  0.00033776 -0.00000184 	 21.02301151 -0.00036902  0.00005542 
 21.04802401 -0.00000623  0.00002590 	 21.04802401  0.00048773 -0.00001401	 21.04802401  0.00033760 -0.00000186 	 21.04802401 -0.00036446  0.00005498 
 21.07303652 -0.00000410  0.00002569 	 21.07303652  0.00048658 -0.00001392	 21.07303652  0.00033746 -0.00000186 	 21.07303652 -0.00035990  0.00005456 
 21.09804902 -0.00000197  0.00002548 	 21.09804902  0.00048542 -0.00001383	 21.09804902  0.00033730 -0.00000186 	 21.09804902 -0.00035538  0.00005412 
 21.12306153  0.00000014  0.00002528 	 21.12306153  0.00048427 -0.00001374	 21.12306153  0.00033714 -0.00000186 	 21.12306153 -0.00035090  0.00005370 
 21.14807404  0.00000223  0.00002506 	 21.14807404  0.00048316 -0.00001366	 21.14807404  0.00033700 -0.00000186 	 21.14807404 -0.00034648  0.00005330 
